title,console
Str.at.e.s. 8 - Riddle Wrangler!,PSX
Viva Soccer,PSX
Toca Championship Racing,PSX
Army Men - World War,PSX
X-Men vs. Street Fighter,PSX
Atari Anniversary Edition Redux,PSX
Small Soldiers,PSX
Kartia - The Word of Fate,PSX
Brunswick Circuit Pro Bowling 2,PSX
Parasite Eve II,PSX
Epidemic,PSX
Soul of the Samurai,PSX
Razor Racing,PSX
Shadow Man,PSX
Valkyrie Profile,PSX
Centipede,PSX
NFL Blitz 2001,PSX
Arc the Lad Collection - Arc the Lad II,PSX
Surf Riders,PSX
Monster Rancher Hop-a-Bout,PSX
"Divide, The - Enemies Within",PSX
Disney's 102 Dalmatians - Puppies to the Rescue,PSX
Slam 'n Jam '96,PSX
Crypt Killer,PSX
Casper - Friends Around the World,PSX
"Bratz - Dress Up, Get Down and Be a Bratz Superstar!",PSX
Frogger,PSX
Rogue Trip - Vacation 2012,PSX
Final Fantasy VIII,PSX
Disney's Winnie the Pooh - Kindergarten,PSX
NBA Live 2001,PSX
Re-Volt - Racing out of Control,PSX
Jeopardy! - 2nd Edition,PSX
Spider-Man 2 - Enter - Electro,PSX
Ballerburg - Castle Chaos,PSX
Rollcage - Stage II,PSX
Pandemonium!,PSX
Pandemonium! 2,PSX
Moto Racer,PSX
Nectaris - Military Madness,PSX
NASCAR '98,PSX
Disney's Goofy's Fun House,PSX
MTV Sports - Pure Ride,PSX
You Don't Know Jack,PSX
Running Wild,PSX
Easter Bunny's Big Day,PSX
Arcade's Greatest Hits - The Atari Collection 1,PSX
Sol Divide,PSX
Worms World Party,PSX
Mortal Kombat 4,PSX
Darkstalkers - The Night Warriors,PSX
VR Baseball '97,PSX
Madden NFL 2003,PSX
Sentinel Returns,PSX
Mega Man X4,PSX
"Secret of Googol, The 1a - Reshaping Googol - The Submarine",PSX
Scrabble,PSX
Pinobee,PSX
NHL Faceoff '99,PSX
SuperCross Circuit,PSX
Faire Games - Language Arts,PSX
Eliminator,PSX
Um Jammer Lammy,PSX
Criticom,PSX
Master of Monsters - Disciples of Gaia,PSX
Triple Play 2000,PSX
NBA ShootOut,PSX
Space Hulk - Vengeance of the Blood Angels,PSX
NHL Open Ice,PSX
Polaris SnoCross,PSX
"Smurfs, The",PSX
JumpStart - Wildlife Safari,PSX
NASCAR 2000,PSX
Blazing Dragons,PSX
Gran Turismo 2,PSX
Activision Classics,PSX
Championship Surfer,PSX
Jimmy White's 2 - Cueball,PSX
Air Combat,PSX
PlayStation Demo Disc - Shock Your System!,PSX
Gallop Racer,PSX
NASCAR Rumble,PSX
Perfect Weapon,PSX
Creative Isle,PSX
Test Drive 4,PSX
Incredible Crisis,PSX
Adventure of Phix,PSX
K9.5 4 - The Tail-Wag Tour,PSX
Ogre Battle - Ep.5 - The March of the Black Queen,PSX
WWF WrestleMania - The Arcade Game,PSX
Formula 1 Championship Edition,PSX
WWF Smackdown!,PSX
Vegas Games 2000,PSX
Alone in the Dark - One-Eyed Jack's Revenge,PSX
Forsaken,PSX
Final Fantasy VII,PSX
Ridge Racer Revolution,PSX
Ford Truck Mania,PSX
Bio F.R.E.A.K.S.,PSX
"Dukes of Hazzard II, The - Daisy Dukes It Out",PSX
Thunderstrike 2,PSX
Marble Master,PSX
Omega Boost,PSX
Frogger 2 - Swampy's Revenge,PSX
Novastorm,PSX
Hooters Road Trip,PSX
Attack of the Saucerman,PSX
Doom,PSX
WarCraft II - The Dark Saga,PSX
Triple Play Baseball,PSX
Street Fighter EX Plus Alpha,PSX
Tunnel B1,PSX
BallBlazer Champions,PSX
Dead or Alive,PSX
Hi-Octane - The Track Fights Back,PSX
Disruptor,PSX
War Games - Defcon 1,PSX
Dracula - The Resurrection,PSX
Project - Horned Owl,PSX
Namco Museum Vol.4,PSX
Wing Commander IV - The Price of Freedom,PSX
Ace Combat 3 - Electrosphere,PSX
NHL 2000,PSX
Ready 2 Rumble Boxing,PSX
NFL Xtreme,PSX
XS Moto,PSX
NFL Quarterback Club '97,PSX
Str.at.e.s. 2 - Matchamania!,PSX
Starwinder - The Ultimate Space Race,PSX
Agile Warrior F-111X,PSX
Formula 1 2000,PSX
Ms. Pac-Man - Maze Madness,PSX
WCW Backstage Assault,PSX
Silent Hill,PSX
BassRise Fishing,PSX
Blood Omen - Legacy of Kain,PSX
Independence Day,PSX
Crossroad Crisis,PSX
NCAA Final Four 2000,PSX
I.Q - Intelligent Qube,PSX
Arc the Lad Collection - Arc Arena - Monster Tournament,PSX
Cool Boarders 2001,PSX
Shadow Madness,PSX
Andretti Racing,PSX
Mars Moose Cosmic Quest 1 - City Sights,PSX
Missile Command,PSX
Konami Arcade Classics,PSX
True Pinball,PSX
P.K.'s Place 2 - Hoopo at Sea,PSX
Auto Destruct,PSX
Crash Bandicoot 2 - Cortex Strikes Back,PSX
Armored Core - Master of Arena,PSX
Big Strike Bowling,PSX
NBA Live 99,PSX
K9.5 2 - We Are the Dogs!,PSX
Tiny Toons Adventures - The Great Beanstalk,PSX
"Wild Thornberrys, The - Animal Adventures",PSX
Dragon Tales - Dragonseek,PSX
Kingsley's Adventure,PSX
Turbo Prop Racing,PSX
Magic Carpet,PSX
Power Rangers Zeo - Full Tilt Battle Pinball,PSX
Parasite Eve,PSX
SuperCross 2001,PSX
NCAA Gamebreaker '99,PSX
Mary-Kate and Ashley - Magical Mystery Mall,PSX
"Final Round, The",PSX
Eggs of Steel - Charlie's Eggcellent Adventure,PSX
Blaster Master - Blasting Again,PSX
Rocket Power - Team Rocket Rescue,PSX
Digimon World 3,PSX
Gundam Battle Assault 2,PSX
Xenogears,PSX
Wheel of Fortune,PSX
Dave Mirra Freestyle BMX,PSX
Dino Crisis,PSX
Spyro - Year of the Dragon,PSX
Monster Bass,PSX
Who Wants to Be a Millionaire - 2nd Edition,PSX
Liquid Books Adventure 1 - Lety's Favorite Stories,PSX
Namco Museum Vol.5,PSX
Hot Shots Golf,PSX
Squaresoft on PlayStation 2000 Collector's CD Vol. 3,PSX
Star Wars - Rebel Assault II - The Hidden Empire,PSX
Critical Depth,PSX
Off-World Interceptor Extreme,PSX
X-Men - Mutant Academy,PSX
Ridge Racer Type 4,PSX
Brahma Force - The Assault on Beltlogger 9,PSX
ISS Soccer Pro '98,PSX
Zero Divide,PSX
Street Fighter Collection 2,PSX
Beyond the Beyond,PSX
16 Tales 2,PSX
Madden NFL '97,PSX
"Cat in the Hat, The",PSX
Blast Radius,PSX
XS Airboat Racing,PSX
Ducati World - Racing Challenge,PSX
Alien Resurrection,PSX
Broken Sword 2 - The Smoking Mirror,PSX
Who Wants to Be a Millionaire - 3rd Edition,PSX
Ace Combat 2,PSX
Die Hard Trilogy,PSX
XS Junior League Football,PSX
Bubsy 3D - Furbitten Planet,PSX
Math on the Move! - Addition & Subtraction - Advanced,PSX
"Disney-Pixar's Monsters, Inc. - Scream Team",PSX
NFL GameDay 2002,PSX
Knockout Kings,PSX
Extreme Go-Kart Racing,PSX
2Xtreme,PSX
Parappa the Rapper,PSX
Tomb Raider II - Starring Lara Croft,PSX
NFL GameDay,PSX
Warpath - Jurassic Park,PSX
Family Game Pack,PSX
Resident Evil,PSX
NASCAR Thunder 2004,PSX
King of Fighters '95,PSX
K-1 Revenge,PSX
FIFA 2000 - Major League Soccer,PSX
Arc the Lad Collection - Arc the Lad III,PSX
Jumping Flash! 2 - Big Trouble in Little Muu,PSX
Bust-A-Move '99,PSX
Chrono Cross,PSX
Board Game - Top Shop,PSX
Johnny Bazookatone,PSX
Rising Zan - Samurai Gunman,PSX
Koudelka,PSX
Street Sk8er,PSX
Arcade's Greatest Hits - The Midway Collection 2,PSX
Need for Speed III - Hot Pursuit,PSX
Pool Hustler,PSX
Simpsons Wrestling,PSX
Time Crisis,PSX
Math on the Move! - Multiplication & Division - Intermediate,PSX
NHL 2001,PSX
Knockout Kings 2000,PSX
Command & Conquer - Red Alert,PSX
Excalibur 2555 A.D.,PSX
"Italian Job, The",PSX
C - The Contra Adventure,PSX
Harry Potter and the Chamber of Secrets,PSX
Grudge Warriors,PSX
Echo Night,PSX
Woody Woodpecker Racing,PSX
Disney's Peter Pan in Return to Neverland,PSX
Shockwave Assault,PSX
Hexen - Beyond Heretic,PSX
NBA ShootOut 2003,PSX
Tales of Destiny II,PSX
G-Police,PSX
MTV Sports - Snowboarding,PSX
Rugrats in Paris - The Movie,PSX
Jeremy McGrath SuperCross '98,PSX
Air Hockey,PSX
G-Darius,PSX
F1 2000,PSX
Rayman 2 - The Great Escape,PSX
NFL Blitz 2000,PSX
Urban Chaos,PSX
Bloody Roar 2,PSX
Nightmare Creatures,PSX
Resident Evil 2,PSX
Carnage Heart,PSX
SpongeBob SquarePants - SuperSponge,PSX
Quake II,PSX
Swagman,PSX
Wu-Tang - Shaolin Style,PSX
WCW Nitro,PSX
Croc - Legend of the Gobbos,PSX
Superstar Dance Club,PSX
Test Drive 5,PSX
Batman & Robin,PSX
Strider,PSX
Tennis Arena,PSX
WCW Mayhem,PSX
Motocross Mania,PSX
Big League Slugger Baseball,PSX
King's Field II,PSX
Test Drive Le Mans,PSX
"Tail of the Sun - Wild, Pure, Simple Life",PSX
Hello Kitty - Cube Frenzy,PSX
Silverload,PSX
Family Feud,PSX
Fantastic Four,PSX
Rampage 2 - Universal Tour,PSX
"Dukes of Hazzard, The - Racing for Home",PSX
Spot Goes to Hollywood,PSX
Broken Helix,PSX
NFL Gameday 2003,PSX
R-Type Delta,PSX
Discworld,PSX
Jarrett & Labonte Stock Car Racing,PSX
Road Rash 3D,PSX
Warriors of Might and Magic,PSX
Mars Moose Adventure - Walkabout 1 - The Natural History Museum,PSX
Thunder Truck Rally,PSX
Shrek Treasure Hunt,PSX
Time Commando,PSX
Blade,PSX
Norse by Norsewest - Return of the Lost Vikings,PSX
Riven - The Sequel to Myst,PSX
X-Men - Children of the Atom,PSX
Diablo,PSX
"Secret of Googol, The 2b - Reshaping Googol - Under the Ocean",PSX
Castlevania - Symphony of the Night,PSX
Wild Arms - 2nd Ignition,PSX
David Beckham Soccer,PSX
"Secret of Googol, The 2a - Reshaping Googol - The Castle",PSX
X-Bladez - Inline Skater,PSX
Spider-Man,PSX
Intellivision Classics,PSX
"Quaddle Family Mysteries, The 3 - The Case of the Scarce Scarab - Parlor - Family Room",PSX
Crash Bandicoot - Warped,PSX
"Need for Speed, The - Road & Track Presents",PSX
Mike Tyson Boxing,PSX
NBA In the Zone '99,PSX
Cool Boarders 3,PSX
O.D.T. - Escape...or Die Trying,PSX
Triple Play '99,PSX
40 Winks,PSX
High Heat - Major League Baseball 2002,PSX
Bushido Blade 2,PSX
RayStorm,PSX
Tom Clancy's Rainbow Six - Lone Wolf,PSX
Tom Clancy's Rainbow Six - Rogue Spear,PSX
Motocross Mania 2,PSX
D,PSX
NCAA Football 99,PSX
PoyPoy,PSX
Assault Rigs,PSX
Bomberman World,PSX
Pajama Sam - You Are What You Eat from Your Head to Your Feet,PSX
Str.at.e.s. 6 - Analogy-ology!,PSX
Alundra 2 - A New Legend Begins,PSX
NBA Live 2003,PSX
Gekido - Urban Fighters,PSX
Write Away 7,PSX
Final Fantasy Tactics,PSX
VIP,PSX
FIFA 2002,PSX
Twisted Metal III,PSX
Suikoden,PSX
NHL Face Off,PSX
Pro Pinball - Fantastic Journey,PSX
Civilization II,PSX
Battle Arena Toshinden 2,PSX
Monster Rancher 2,PSX
Saiyuki - Journey West,PSX
Legacy of Kain - Soul Reaver,PSX
Martian Gothic - Unification,PSX
Devil Dice,PSX
JoJo's Bizarre Adventure,PSX
Championship Motocross - featuring Ricky Carmichael,PSX
Tennis,PSX
Robo-Pit,PSX
Star Wars - Episode I - The Phantom Menace,PSX
Burning Road,PSX
Judge Dredd,PSX
Hoshigami - Running Blue Earth,PSX
Bravo Air Race,PSX
Math on the Move! - Multiplication & Division - Advanced,PSX
All-Star Baseball,PSX
Star Trek - Invasion,PSX
WipEout 3,PSX
Breath of Fire IV,PSX
Calamity 3 - Around the World,PSX
Sno-Cross Championship Racing,PSX
X-Men - Mutant Academy 2,PSX
Robotron X,PSX
Digimon - Digital Card Battle,PSX
Aces of the Air,PSX
Spider - The Video Game,PSX
Grandia,PSX
K9.5 1 - Live in Airedale,PSX
Monaco Grand Prix,PSX
Maximum Force,PSX
Courier Crisis,PSX
Team Losi RC Racer,PSX
Mission - Impossible,PSX
Sports Car Supreme GT,PSX
Lunar - Silver Star Story Complete,PSX
Bear in the Big Blue House,PSX
NASCAR '99 Legacy,PSX
P.K.'s Place 4 - Daphne and the Seventh Wonder,PSX
Tiny Toon Adventures - Plucky's Big Adventure,PSX
Spyro 2 - Ripto's Rage,PSX
NFL GameDay 99,PSX
Evil Zone,PSX
Math on the Move! - Addition & Subtraction - Intermediate,PSX
Cosmic Cookoff - Mathematics,PSX
Buster Bros. Collection,PSX
ESPN X-Games Pro Boarder,PSX
Alundra,PSX
Circuit Breakers,PSX
F1 World Grand Prix,PSX
Galaga - Destination Earth,PSX
Timeless Math 4 - Lunar Base,PSX
Torneko - The Last Hope - World of Dragon Warrior,PSX
"Powerpuff Girls, The - Chemical X-Traction",PSX
Beast Wars - Transformers,PSX
Street Sk8er 2,PSX
Rampage - World Tour,PSX
Bowling,PSX
Oddworld - Abe's Exoddus,PSX
Gekioh - Shooting King,PSX
Shadow Master,PSX
SimCity 2000,PSX
Alone in the Dark - The New Nightmare,PSX
"Secret of Googol, The 3 - The Googol Counting Fair - Midways",PSX
Ultimate 8 Ball,PSX
Baldies,PSX
SaGa Frontier,PSX
Hogs of War,PSX
Eternal Eyes,PSX
Bust-A-Move 4,PSX
Road Rash,PSX
Pro Pinball - Big Race USA,PSX
ESPN Extreme Games,PSX
Tobal No.1,PSX
NASCAR Heat,PSX
XS Junior League Soccer,PSX
Arcade Party Pack,PSX
007 Racing,PSX
Dragon Valor,PSX
Xevious 3D-G+,PSX
Mortal Kombat Trilogy,PSX
Soul Blade,PSX
Cool Boarders - Extreme Snowboarding,PSX
Street Racquetball,PSX
Dynasty Warriors,PSX
NBA Live 2000,PSX
Twisted Metal,PSX
Need for Speed II,PSX
Jeopardy!,PSX
Crime Killer,PSX
Arthur! Ready to Race,PSX
Mr. Driller 2,GBA
Astro Boy - Omega Factor,GBA
Spirit - Stallion of the Cimarron - Search for Homeland,GBA
Razor Freestyle Scooter,GBA
3 Game Pack! - Mouse Trap + Simon + Operation,GBA
Iridion II,GBA
Freekstyle,GBA
Looney Tunes Double Pack,GBA
Yggdra Union - We'll Never Fight Alone,GBA
Dogz,GBA
Teen Titans 2,GBA
Turok Evolution,GBA
Super Ghouls'n Ghosts,GBA
"Berenstain Bears and the Spooky Old Tree, The",GBA
2 Games in 1 - Dragon Ball Z - The Legacy of Goku I & II,GBA
2 Games in 1 - Golden Nugget Casino + Texas Hold 'em Poker,GBA
Pokemon Pinball - Ruby & Sapphire,GBA
Majesco's Rec Room Challenge,GBA
Game Boy Advance Video - Shark Tale,GBA
Fantastic 4 - Flame On,GBA
Inspector Gadget - Advance Mission,GBA
Yu-Gi-Oh! - The Sacred Cards,GBA
Fire Emblem,GBA
X2 - Wolverine's Revenge,GBA
Mario vs. Donkey Kong,GBA
3 Game Pack! - Ker Plunk! + Toss Across + Tip It,GBA
Earthworm Jim 2,GBA
Medal of Honor - Infiltrator,GBA
Columns Crown,GBA
Archer Maclean's 3D Pool,GBA
Dr. Seuss' - The Cat in the Hat,GBA
Kong - The 8th Wonder of the World,GBA
Kim Possible 2 - Drakken's Demise,GBA
Crazy Chase,GBA
XS Moto,GBA
Golden Nugget Casino,GBA
Game Boy Advance Video - Shrek + Shark Tale,GBA
Multi-Play Load Sample by Nintendo,GBA
Open Season,GBA
Oddworld - Munch's Oddysee,GBA
"Ed, Edd n Eddy - The Mis-Edventures",GBA
Scooby-Doo and the Cyber Chase,GBA
Tiger Woods PGA Tour Golf,GBA
Monster Rancher Advance 2,GBA
Ice Climber,GBA
Monster Force,GBA
Desert Strike Advance,GBA
Corvette,GBA
Eragon,GBA
Nicktoons - Battle for Volcano Island,GBA
Pokemon - Ruby Version,GBA
Naruto - Ninja Council,GBA
Donald Duck Advance,GBA
Pokemon - Edicion Zafiro,GBA
Strike Force Hydra,GBA
Mario Party Advance,GBA
Dora the Explorer - The Search for the Pirate Pig's Treasure,GBA
Let's Ride! - Sunshine Stables,GBA
Superman Returns - Fortress of Solitude,GBA
007 - NightFire,GBA
Van Helsing,GBA
2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + Nicktoons - Freeze Frame Frenzy,GBA
E.T. - The Extra-Terrestrial,GBA
Game Boy Advance Video - Super Robot Monkey Team - Hyper Force Go! - Volume 1,GBA
Ty the Tasmanian Tiger 2 - Bush Rescue,GBA
Rocky,GBA
2 Games in One! - Spy Hunter + Super Sprint,GBA
Final Fantasy Tactics Advance,GBA
3 Game Pack! - The Game of Life + Payday + Yahtzee,GBA
Frogger Advance - The Great Quest,GBA
WinX Club - Quest for the Codex,GBA
GT Advance 2 - Rally Racing,GBA
"King of Fighters EX, The - NeoBlood",GBA
Nancy Drew - Message in a Haunted Mansion,GBA
Strawberry Shortcake - Sweet Dreams,GBA
Magical Quest Starring Mickey & Minnie,GBA
Disney Sports - Soccer,GBA
"Grim Adventures of Billy & Mandy, The",GBA
Puyo Pop,GBA
Need for Speed Carbon - Own the City,GBA
Foster's Home for Imaginary Friends,GBA
Operation Armored Liberty,GBA
Pitfall - The Lost Expedition,GBA
Virtual Kasparov,GBA
Madagascar,GBA
Scurge - Hive,GBA
Danny Phantom - Urban Jungle,GBA
Onimusha Tactics,GBA
Monster Trucks,GBA
Polly Pocket! - Super Splash Island,GBA
My Little Pony - Crystal Princess - The Runaway Rainbow,GBA
ESPN Great Outdoor Games - Bass 2002,GBA
Tony Hawk's Pro Skater 4,GBA
Boulder Dash EX,GBA
Dragon Ball GT - Transformation,GBA
Soccer Kid,GBA
Mortal Kombat Advance,GBA
Backyard Sports - Baseball 2007,GBA
Mega Man Zero 3,GBA
Top Gun - Firestorm Advance,GBA
Disney Sports - Football,GBA
Sega Smash Pack,GBA
Avatar - The Last Airbender,GBA
Classic NES Series - The Legend of Zelda,GBA
Game Boy Advance Video - Strawberry Shortcake - Volume 1,GBA
World Tennis Stars,GBA
Functional Sample by Nintendo,GBA
"Lord of the Rings, The - The Fellowship of the Ring",GBA
Justice League Chronicles,GBA
Mega Man Zero 4,GBA
Rocket Power - Beach Bandits,GBA
Classic NES Series - Metroid,GBA
Sabrina - The Teenage Witch - Potion Commotion,GBA
Altered Beast - Guardian of the Realms,GBA
2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + The Fairly OddParents! - Breakin' da Rules,GBA
Rayman 3,GBA
Tron 2.0 - Killer App,GBA
Crash Bandicoot - The Huge Adventure,GBA
Game Boy Advance Video - The Fairly OddParents! - Volume 1,GBA
Yu-Gi-Oh! - Ultimate Masters - World Championship Tournament 2006,GBA
Tim Burton's The Nightmare Before Christmas - The Pumpkin King,GBA
Gremlins - Stripe vs Gizmo,GBA
Franklin's Great Adventures,GBA
Mario Tennis - Power Tour,GBA
Garfield and His Nine Lives,GBA
Barbie in the 12 Dancing Princesses,GBA
Pokemon - Edicion Rubi,GBA
Star Wars - Jedi Power Battles,GBA
Kirby & the Amazing Mirror,GBA
Pokemon - Edicion Zafiro,GBA
Ice Age,GBA
Lizzie McGuire - On the Go!,GBA
Bratz - Rock Angelz,GBA
Teenage Mutant Ninja Turtles,GBA
Bratz - Forever Diamondz,GBA
Broken Sword - The Shadow of the Templars,GBA
Mega Man Zero 2,GBA
Bookworm,GBA
Mario Bros.,GBA
Polarium Advance,GBA
Treasure Planet,GBA
Dragon Ball Z - Collectible Card Game,GBA
Final Fight One,GBA
Metroid Fusion,GBA
Terminator 3 - Rise of the Machines,GBA
Mario Kart - Double Dash!!,GBA
Bomberman Tournament,GBA
Mega Man Battle Network 5 - Team Colonel,GBA
Pirates of the Caribbean - The Curse of the Black Pearl,GBA
Rock'em Sock'em Robots,GBA
Alex Rider - Stormbreaker,GBA
SpongeBob's Atlantis SquarePantis,GBA
Game Boy Advance Video - Shrek 2,GBA
Magical Quest 2 Starring Mickey & Minnie,GBA
Guilty Gear X - Advance Edition,GBA
Game Boy Advance Video - SpongeBob SquarePants - Volume 2,GBA
Frogger's Adventures - Temple of the Frog,GBA
IR Sample by Nintendo,GBA
2 Games in 1 - Disney Princesas + El Rey Leon,GBA
Riviera - The Promised Land,GBA
Medabots - Rokusho,GBA
Tiger Woods PGA Tour 2004,GBA
Harvest Moon - More Friends of Mineral Town,GBA
Defender,GBA
Rugrats - Castle Capers,GBA
All-Star Baseball 2003,GBA
Game Boy Advance Video - Pokemon - Volume 1,GBA
"Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe",GBA
Game Boy Advance Video - Shark Tale,GBA
Paard & Pony - Mijn Manege,GBA
Activision Anthology,GBA
Majesco's Sports Pack,GBA
Crash Bandicoot Purple - Ripto's Rampage,GBA
Green Eggs and Ham by Dr. Seuss,GBA
Bomberman Max 2 - Red Advance,GBA
Kirby - Nightmare in Dream Land,GBA
Kim Possible III - Team Possible,GBA
Lilo & Stitch 2 - Haemsterviel Havoc,GBA
Star Wars - The New Droid Army,GBA
Crash Bandicoot Purple - Ripto's Rampage,GBA
Marvel - Ultimate Alliance,GBA
Power Rangers - Time Force,GBA
Rocket Power - Dream Scheme,GBA
Tonka - On the Job,GBA
Shrek - Hassle at the Castle,GBA
Catz,GBA
Mario Tennis - Power Tour,GBA
2 Games in One! - Marble Madness + Klax,GBA
Men in Black - The Series,GBA
Sports Illustrated for Kids - Baseball,GBA
Three-in-One Pack - Risk + Battleship + Clue,GBA
Hot Wheels - Burnin' Rubber,GBA
Super Mario Advance 3 - Yoshi's Island,GBA
Tony Hawk's Underground 2,GBA
Denki Blocks!,GBA
"Wild, The",GBA
MX 2002 featuring Ricky Carmichael,GBA
2 Games in 1! - Dragon Ball Z - Buu's Fury + Dragon Ball GT - Transformation,GBA
Danny Phantom - The Ultimate Enemy,GBA
"King of Fighters EX2, The - Howling Blood",GBA
2 in 1 Game Pack - Spider-Man + Spider-Man 2,GBA
"Fairly OddParents!, The - Shadow Showdown",GBA
Stuntman,GBA
"Amazing Virtual Sea-Monkeys, The",GBA
Tony Hawk's Pro Skater 2,GBA
Disney Sports - Skateboarding,GBA
Games Explosion!,GBA
Klonoa 2 - Dream Champ Tournament,GBA
"Barbie Diaries, The - High School Mystery",GBA
Game Boy Advance Video - All Grown Up! - Volume 1,GBA
"Adventures of Jimmy Neutron Boy Genius, The - Jet Fusion",GBA
Mario Kart - Super Circuit,GBA
2 Great Games! - Pac-Man World + Ms. Pac-Man - Maze Madness,GBA
Lemony Snicket's A Series of Unfortunate Events,GBA
Sigma Star Saga,GBA
Crushed Baseball,GBA
Medabots - Rokusho,GBA
Woody Woodpecker in Crazy Castle 5,GBA
"Adventures of Jimmy Neutron Boy Genius, The - Attack of the Twonkies",GBA
Let's Ride! - Friends Forever,GBA
Ultimate Beach Soccer,GBA
Game Boy Advance Video - Nicktoons Collection - Volume 1,GBA
"2 Games in 1 - Monstruos, S.A. + Buscando a Nemo",GBA
Spider-Man - Mysterio's Menace,GBA
Spider-Man 3,GBA
Yu-Gi-Oh! - Dungeon Dice Monsters,GBA
4 Games on One Game Pak,GBA
Codename - Kids Next Door - Operation S.O.D.A.,GBA
LEGO Bionicle,GBA
4 Games on One Game Pak,GBA
Simple Sample by Nintendo,GBA
Virtua Tennis,GBA
Dora the Explorer - Dora's World Adventure!,GBA
Spider-Man - Battle for New York,GBA
Lunar Legend,GBA
Doom II,GBA
Ten Pin Alley 2,GBA
Sonic Battle,GBA
Babar to the Rescue,GBA
Font Sample by Nintendo,GBA
Hardcore Pinball,GBA
Donkey Kong Jr. Math,GBA
Robopon 2 - Ring Version,GBA
2 Games in 1 - Monsters en Co. + Finding Nemo,GBA
"Polar Express, The",GBA
Ninja Five-0,GBA
Curious George,GBA
Herbie - Fully Loaded,GBA
Combo Pack - Sonic Advance + Sonic Pinball Party,GBA
Tom and Jerry - The Magic Ring,GBA
Super Bust-A-Move,GBA
Pokemon - FireRed Version,GBA
Super Mario Advance 4 - Super Mario Bros. 3,GBA
Madagascar,GBA
Sonic Advance,GBA
"Flintstones, The - Big Trouble in Bedrock",GBA
Yu Yu Hakusho - Ghostfiles - Spirit Detective,GBA
Super Dodge Ball Advance,GBA
Justice League - Injustice for All,GBA
Spider-Man 2,GBA
Street Jam Basketball,GBA
Nintendo Puzzle Collection Controller,GBA
"Cheetah Girls, The",GBA
Driver 2 Advance,GBA
Petz Vet,GBA
American Dragon - Jake Long - Rise of the Huntsclan,GBA
"Scorpion King, The - Sword of Osiris",GBA
Banjo-Pilot,GBA
Disney's Party,GBA
Strawberry Shortcake - Summertime Adventure - Special Edition,GBA
Cars,GBA
Gradius Galaxies,GBA
Ultimate Spider-Man,GBA
Sonic The Hedgehog - Genesis,GBA
Loader Binary by Nintendo,GBA
Pac-Man World,GBA
Disney Sports - Motocross,GBA
Multi-Play Boot Sample by Nintendo,GBA
F-14 Tomcat,GBA
Pinball Tycoon,GBA
Rapala Pro Fishing,GBA
Super Mario Advance 4 - Super Mario Bros. 3,GBA
Cartoon Network Block Party,GBA
DemiKids - Dark Version,GBA
SpongeBob SquarePants - Battle for Bikini Bottom,GBA
Disney Sports - Basketball,GBA
Sabre Wulf,GBA
Golden Sun - La Edad Perdida,GBA
"Revenge of Shinobi, The",GBA
Ultimate Arcade Games,GBA
Happy Feet,GBA
Zoey 101,GBA
Need for Speed - Underground 2,GBA
Mazes of Fate,GBA
Lufia - The Ruins of Lore,GBA
V-Rally 3,GBA
Brother Bear,GBA
Final Fantasy V Advance,GBA
Sitting Ducks,GBA
Blender Bros.,GBA
Egg Mania,GBA
Wario Land 4,GBA
2 Games in 1 - Buscando a Nemo + Los Increibles,GBA
Yu Yu Hakusho - Ghostfiles - Tournament Tactics,GBA
Silent Scope,GBA
Cruis'n Velocity,GBA
"2 Games in 1 - Monsters, Inc. + Finding Nemo",GBA
"Fairly OddParents!, The - Enter the Cleft",GBA
Scooby-Doo,GBA
Mat Hoffman's Pro BMX 2,GBA
Mission Impossible - Operation Surma,GBA
High Heat Major League Baseball 2002,GBA
Baseball,GBA
Game Boy Advance Video - Codename - Kids Next Door - Volume 1,GBA
Justice League Heroes - The Flash,GBA
No Rules - Get Phat,GBA
NFL Blitz 20-03,GBA
Yu-Gi-Oh! - Worldwide Edition - Stairway to the Destined Duel,GBA
Medabots AX - Rokusho Ver.,GBA
Snood,GBA
Backyard Football 2006,GBA
